Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),P4(V),P5(V),P6(V),P7(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
    75.410e-9,  3.874459e-3,  0.000000e-3,     0.000,     0.000,     0.004,     0.000,     0.000,    -0.004,    -0.007,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    75.420e-9,  3.664471e-3,  0.000000e-3,     0.000,     0.000,     0.010,     0.000,     0.000,    -0.003,    -0.004,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    75.430e-9,  3.639541e-3,  0.000000e-3,     0.000,     0.000,     0.022,     0.000,     0.000,    -0.001,    -0.001,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    75.440e-9,  3.555592e-3,  0.000000e-3,     0.000,     0.000,     0.044,     0.000,     0.000,     0.001,     0.001,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    75.450e-9,  3.234572e-3,  0.000000e-3,     0.000,     0.000,     0.076,     0.000,     0.000,     0.002,     0.003,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    75.460e-9,  3.104126e-3,  0.000000e-3,     0.000,     0.000,     0.122,     0.000,     0.000,     0.005,     0.004,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    75.470e-9,  2.916688e-3,  0.000000e-3,     0.000,     0.000,     0.178,     0.000,     0.000,     0.009,     0.005,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    75.480e-9,  2.550179e-3,  0.000000e-3,     0.000,     0.000,     0.242,     0.000,     0.000,     0.019,     0.006,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    75.490e-9,  2.278744e-3,  0.000000e-3,     0.000,     0.000,     0.313,     0.000,     0.000,     0.035,     0.007,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    75.500e-9,  3.107330e-3,  0.000000e-3,     0.000,     0.000,     0.390,     0.000,     0.000,     0.060,     0.007,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    75.510e-9,  3.251813e-3,  0.000000e-3,     0.000,     0.000,     0.471,     0.000,     0.000,     0.095,     0.009,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    75.520e-9,  3.427174e-3,  0.000000e-3,     0.000,     0.000,     0.556,     0.000,     0.000,     0.140,     0.012,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    75.530e-9,  3.322938e-3,  0.000000e-3,     0.000,     0.000,     0.639,     0.000,     0.000,     0.196,     0.020,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    75.540e-9,  2.946681e-3,  0.000000e-3,     0.000,     0.000,     0.705,     0.000,     0.000,     0.260,     0.034,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    75.550e-9,  2.872492e-3,  0.000000e-3,     0.000,     0.000,     0.742,     0.000,     0.000,     0.332,     0.056,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    75.560e-9,  2.674086e-3,  0.000000e-3,     0.000,     0.000,     0.752,     0.000,     0.000,     0.408,     0.087,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    75.570e-9,  2.928828e-3,  0.000000e-3,     0.000,     0.000,     0.741,     0.000,     0.000,     0.489,     0.128,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    75.580e-9,  3.420536e-3,  0.000000e-3,     0.000,     0.000,     0.713,     0.000,     0.000,     0.574,     0.180,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    75.590e-9,  3.341014e-3,  0.000000e-3,     0.000,     0.000,     0.676,     0.000,     0.000,     0.650,     0.242,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    75.600e-9,  2.951672e-3,  0.000000e-3,     0.000,     0.000,     0.643,     0.000,     0.000,     0.710,     0.310,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650
    75.610e-9,  6.586860e-3,  0.000000e-3,     0.000,     0.000,     0.619,     0.000,     0.000,     0.744,     0.385,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650
    75.620e-9,  6.471986e-3,  0.000000e-3,     0.000,     0.000,     0.607,     0.000,     0.000,     0.751,     0.464,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650
    75.630e-9,  6.078138e-3,  0.000000e-3,     0.000,     0.000,     0.607,     0.000,     0.000,     0.738,     0.548,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650
    75.640e-9,  5.407769e-3,  0.000000e-3,     0.000,     0.000,     0.615,     0.000,     0.000,     0.711,     0.627,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650
    75.650e-9,  4.273083e-3,  0.000000e-3,     0.000,     0.000,     0.629,     0.000,     0.000,     0.678,     0.692,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650
    75.660e-9,  3.534653e-3,  0.000000e-3,     0.000,     0.000,     0.643,     0.000,     0.000,     0.649,     0.735,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650
    75.670e-9,  3.305169e-3,  0.000000e-3,     0.000,     0.000,     0.656,     0.000,     0.000,     0.626,     0.750,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650
    75.680e-9,  3.216170e-3,  0.000000e-3,     0.000,     0.000,     0.664,     0.000,     0.000,     0.612,     0.744,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650
    75.690e-9,  3.111440e-3,  0.000000e-3,     0.000,     0.000,     0.667,     0.000,     0.000,     0.608,     0.719,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650
    75.700e-9,  2.618418e-3,  0.000000e-3,     0.000,     0.000,     0.666,     0.000,     0.000,     0.611,     0.688,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    75.710e-9,  2.939923e-3,  0.000000e-3,     0.000,     0.000,     0.662,     0.000,     0.000,     0.620,     0.657,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    75.720e-9,  3.657866e-3,  0.000000e-3,     0.000,     0.000,     0.657,     0.000,     0.000,     0.631,     0.632,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    75.730e-9,  4.079060e-3,  0.000000e-3,     0.000,     0.000,     0.651,     0.000,     0.000,     0.643,     0.616,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    75.740e-9,  4.074144e-3,  0.000000e-3,     0.000,     0.000,     0.647,     0.000,     0.000,     0.653,     0.607,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650
    75.750e-9,  3.582961e-3,  0.000000e-3,     0.000,     0.000,     0.644,     0.000,     0.000,     0.660,     0.606,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    75.760e-9,  2.712993e-3,  0.000000e-3,     0.000,     0.000,     0.642,     0.000,     0.000,     0.665,     0.609,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    75.770e-9,  1.917997e-3,  0.000000e-3,     0.000,     0.000,     0.642,     0.000,     0.000,     0.667,     0.615,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    75.780e-9,  1.606884e-3,  0.000000e-3,     0.000,     0.000,     0.641,     0.000,     0.000,     0.666,     0.622,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    75.790e-9,  1.781430e-3,  0.000000e-3,     0.000,     0.000,     0.641,     0.000,     0.000,     0.665,     0.629,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    75.800e-9,  1.984181e-3,  0.000000e-3,     0.000,     0.000,     0.640,     0.000,     0.000,     0.664,     0.634,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    75.810e-9,  4.620897e-3,  0.000000e-3,     0.000,     0.000,     0.636,     0.000,     0.000,     0.663,     0.638,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    75.820e-9,  4.738855e-3,  0.000000e-3,     0.000,     0.000,     0.627,     0.000,     0.000,     0.661,     0.640,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    75.830e-9,  4.835692e-3,  0.000000e-3,     0.000,     0.000,     0.613,     0.000,     0.000,     0.657,     0.637,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    75.840e-9,  4.684136e-3,  0.000000e-3,     0.000,     0.000,     0.591,     0.000,     0.000,     0.650,     0.628,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650
    75.850e-9,  4.180568e-3,  0.000000e-3,     0.000,     0.000,     0.563,     0.000,     0.000,     0.637,     0.612,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650
    75.860e-9,  3.623719e-3,  0.000000e-3,     0.000,     0.000,     0.530,     0.000,     0.000,     0.620,     0.590,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650
    75.870e-9,  2.956400e-3,  0.000000e-3,     0.000,     0.000,     0.490,     0.000,     0.000,     0.597,     0.563,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650
    75.880e-9,  2.520070e-3,  0.000000e-3,     0.000,     0.000,     0.445,     0.000,     0.000,     0.570,     0.533,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650
    75.890e-9,  2.486382e-3,  0.000000e-3,     0.000,     0.000,     0.395,     0.000,     0.000,     0.538,     0.502,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650
    75.900e-9,  2.364951e-3,  0.000000e-3,     0.000,     0.000,     0.342,     0.000,     0.000,     0.502,     0.468,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650
    75.910e-9,  1.575770e-3,  0.000000e-3,     0.000,     0.000,     0.289,     0.000,     0.000,     0.462,     0.433,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650
    75.920e-9,  1.800603e-3,  0.000000e-3,     0.000,     0.000,     0.236,     0.000,     0.000,     0.420,     0.396,     0.040,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650
