Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),P4(V),P5(V),P6(V),P7(V),A0(V),B3(V),B2(V),B0(V),A2(V),B1(V),A1(V),A3(V)
  2506.200e-9,  3.195163e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.000,     0.650,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.250e-9,  3.619466e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.000,     0.650,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.300e-9,  3.352641e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.350e-9,  3.665521e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.400e-9,  3.333112e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.450e-9,  3.742718e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.500e-9,  3.272969e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.550e-9,  3.656434e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.600e-9,  3.274339e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,     0.000,     0.650,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.650e-9,  3.649951e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,     0.000,     0.650,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.700e-9,  3.384918e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,     0.000,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.750e-9,  3.685313e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.000,     0.650,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.800e-9,  3.322102e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.850e-9,  3.707152e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.900e-9,  3.312845e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.950e-9,  3.615230e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.000e-9,  3.292625e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.050e-9,  3.717070e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.100e-9,  3.395077e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.150e-9,  3.700695e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.200e-9,  3.212588e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.250e-9,  3.673490e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.300e-9,  3.343249e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,     0.000,     0.650,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.350e-9,  3.641569e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,     0.000,     0.650,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.400e-9,  3.308365e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.450e-9,  3.701468e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.500e-9,  3.411646e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.550e-9,  3.703620e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.600e-9,  3.220683e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.650e-9,  3.653745e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.700e-9,  3.373317e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.750e-9,  3.683890e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.800e-9,  3.341147e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.850e-9,  3.737903e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.900e-9,  3.286557e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2507.950e-9,  3.656626e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.000e-9,  3.268160e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.050e-9,  3.658964e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.100e-9,  3.389871e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.150e-9,  3.671137e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.200e-9,  3.346682e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.250e-9,  3.716544e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.300e-9,  3.310768e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.350e-9,  3.624831e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.400e-9,  3.302413e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.450e-9,  3.698826e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.500e-9,  3.420326e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.550e-9,  3.712253e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.600e-9,  3.213980e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.650e-9,  3.676838e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.700e-9,  3.348396e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.750e-9,  3.636864e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2508.800e-9,  3.315226e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2508.850e-9,  6.445468e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2508.900e-9,  6.228674e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.008,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2508.950e-9,  6.595815e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.005,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.000e-9,  6.128840e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.007,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.050e-9,  6.405025e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.011,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.100e-9,  6.053374e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.012,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.150e-9,  6.113175e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.015,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.200e-9,  5.754415e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.250e-9,  5.992587e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.300e-9,  5.205265e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.008,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.350e-9,  5.080305e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.005,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.400e-9,  5.761067e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.007,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.450e-9,  6.951011e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.011,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.500e-9,  7.057003e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.012,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.550e-9,  7.078933e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.015,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.600e-9,  6.052236e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.650e-9,  5.774148e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.700e-9,  5.047303e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.008,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.750e-9,  7.488810e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.005,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.800e-9,  9.195899e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.007,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.850e-9, 11.117393e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.011,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.900e-9, 11.156187e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.012,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
  2509.950e-9, 10.810020e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.015,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000
