Time(s),IDD(A),ISS(A),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),A0(V),B3(V),B2(V),B0(V),A2(V),B1(V),A1(V),A3(V)
    39.970e-9,  0.673433e-3,  0.000000e-3,     0.000,     0.000,     0.677,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
    39.980e-9,  0.611466e-3,  0.000000e-3,     0.000,     0.000,     0.652,     0.008,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
    39.990e-9,  0.631377e-3,  0.000000e-3,     0.000,     0.000,     0.632,     0.019,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
    40.000e-9,  0.853904e-3,  0.000000e-3,     0.000,     0.000,     0.619,     0.035,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    40.010e-9,  4.840872e-3,  0.000000e-3,     0.000,     0.000,     0.612,     0.059,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    40.020e-9,  4.957774e-3,  0.000000e-3,     0.000,     0.000,     0.611,     0.087,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    40.030e-9,  4.902948e-3,  0.000000e-3,     0.000,     0.000,     0.615,     0.117,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    40.040e-9,  4.682378e-3,  0.000000e-3,     0.000,     0.000,     0.620,     0.145,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    40.050e-9,  4.381407e-3,  0.000000e-3,     0.000,     0.000,     0.626,     0.169,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    40.060e-9,  3.887383e-3,  0.000000e-3,     0.000,     0.000,     0.631,     0.189,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    40.070e-9,  3.792835e-3,  0.000000e-3,    -0.000,     0.000,     0.635,     0.204,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    40.080e-9,  3.469762e-3,  0.000000e-3,    -0.000,     0.000,     0.638,     0.216,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    40.090e-9,  2.670572e-3,  0.000000e-3,    -0.000,     0.000,     0.638,     0.222,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    40.100e-9,  1.467408e-3,  0.000000e-3,    -0.000,     0.000,     0.634,     0.223,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000
