Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P4(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P5(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P6(V),P7(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
    22.810e-9, 19.138128e-3,  0.000000e-3,     0.030,     0.000,     0.410,     0.827,     0.001,    -0.000,     0.017,     0.010,     0.753,     0.000,     0.016,     0.012,     0.000,     0.250,     0.246,     0.000,     0.828,     0.000,     0.752,     0.010,    -0.023,     0.016,     0.000,     0.789,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750
    22.820e-9, 17.884503e-3,  0.000000e-3,     0.041,     0.000,     0.493,     0.803,     0.001,     0.000,     0.012,     0.005,     0.751,     0.000,     0.011,     0.007,     0.000,     0.217,     0.247,     0.000,     0.856,     0.000,     0.754,     0.009,    -0.023,     0.011,     0.000,     0.840,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750
    22.830e-9, 17.082254e-3,  0.000000e-3,     0.043,     0.000,     0.580,     0.772,     0.001,     0.000,     0.007,     0.001,     0.749,     0.000,     0.006,     0.002,     0.000,     0.200,     0.259,     0.000,     0.860,     0.000,     0.755,     0.010,    -0.022,     0.007,     0.000,     0.862,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750
    22.840e-9, 16.038945e-3,  0.000000e-3,     0.039,     0.000,     0.669,     0.727,     0.001,     0.000,     0.003,    -0.003,     0.748,     0.000,     0.002,    -0.001,     0.000,     0.204,     0.277,     0.000,     0.844,     0.000,     0.755,     0.009,    -0.021,     0.003,     0.000,     0.861,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.750
    22.850e-9, 15.111519e-3,  0.000000e-3,     0.031,     0.000,     0.760,     0.671,     0.000,     0.000,    -0.001,    -0.005,     0.748,     0.000,    -0.001,    -0.004,     0.000,     0.227,     0.296,     0.000,     0.813,     0.000,     0.754,     0.010,    -0.019,    -0.001,     0.000,     0.841,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750
    22.860e-9, 12.696989e-3,  0.000000e-3,     0.019,     0.000,     0.822,     0.607,     0.000,     0.000,    -0.004,    -0.007,     0.749,    -0.000,    -0.004,    -0.006,     0.000,     0.265,     0.313,     0.000,     0.779,     0.000,     0.748,     0.009,    -0.017,    -0.003,     0.000,     0.810,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750
    22.870e-9, 12.924597e-3,  0.000000e-3,     0.008,     0.000,     0.851,     0.536,     0.000,     0.000,    -0.006,    -0.008,     0.750,    -0.000,    -0.006,    -0.008,     0.000,     0.315,     0.326,     0.000,     0.751,     0.000,     0.735,     0.010,    -0.015,    -0.005,     0.000,     0.782,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750
    22.880e-9, 12.476379e-3,  0.000000e-3,    -0.002,     0.000,     0.856,     0.459,    -0.000,     0.000,    -0.007,    -0.008,     0.750,    -0.000,    -0.007,    -0.008,     0.000,     0.374,     0.334,     0.001,     0.727,     0.000,     0.709,     0.009,    -0.011,    -0.007,     0.000,     0.758,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750
    22.890e-9, 12.890433e-3,  0.000000e-3,    -0.010,     0.000,     0.841,     0.378,    -0.000,     0.000,    -0.007,    -0.007,     0.751,    -0.000,    -0.007,    -0.007,     0.000,     0.441,     0.334,     0.009,     0.705,     0.000,     0.667,     0.010,    -0.008,    -0.006,     0.000,     0.734,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750,     0.750
    22.900e-9, 11.971184e-3,  0.000000e-3,    -0.014,     0.000,     0.809,     0.294,    -0.000,     0.000,    -0.007,    -0.006,     0.751,    -0.000,    -0.007,    -0.007,     0.000,     0.514,     0.324,     0.033,     0.679,     0.000,     0.615,     0.009,    -0.005,     0.003,     0.000,     0.706,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750
    22.910e-9, 12.022192e-3,  0.000000e-3,    -0.015,     0.000,     0.765,     0.206,    -0.000,     0.000,    -0.006,    -0.005,     0.750,    -0.000,    -0.006,    -0.005,     0.000,     0.592,     0.302,     0.072,     0.645,     0.000,     0.554,     0.010,    -0.002,     0.027,     0.000,     0.668,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750
    22.920e-9, 10.354414e-3,  0.000000e-3,    -0.014,     0.000,     0.726,     0.116,    -0.000,     0.000,    -0.005,    -0.003,     0.750,    -0.000,    -0.005,    -0.004,     0.000,     0.675,     0.270,     0.122,     0.599,     0.000,     0.485,     0.009,     0.001,     0.066,     0.000,     0.618,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750
    22.930e-9, 11.384230e-3,  0.000000e-3,    -0.011,     0.000,     0.709,     0.030,    -0.000,     0.000,    -0.004,    -0.002,     0.750,    -0.000,    -0.003,    -0.003,     0.000,     0.761,     0.230,     0.182,     0.543,     0.000,     0.410,     0.010,     0.003,     0.117,     0.000,     0.559,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750
    22.940e-9, 11.197877e-3,  0.000000e-3,    -0.007,     0.000,     0.713,    -0.041,    -0.000,     0.000,    -0.002,    -0.001,     0.750,    -0.000,    -0.002,    -0.001,     0.000,     0.818,     0.186,     0.250,     0.479,     0.000,     0.331,     0.009,     0.004,     0.177,     0.000,     0.492,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.000,     0.750
    22.950e-9, 11.331572e-3,  0.000000e-3,    -0.003,     0.000,     0.732,    -0.090,    -0.000,     0.000,    -0.001,     0.000,     0.750,    -0.000,    -0.001,    -0.000,     0.000,     0.844,     0.141,     0.324,     0.407,     0.000,     0.247,     0.010,     0.005,     0.244,     0.000,     0.418,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750,     0.750
    22.960e-9, 10.479408e-3,  0.000000e-3,     0.001,     0.000,     0.753,    -0.113,    -0.000,     0.000,    -0.000,     0.001,     0.750,    -0.000,    -0.000,     0.001,     0.000,     0.846,     0.098,     0.402,     0.330,     0.000,     0.161,     0.009,     0.005,     0.318,     0.000,     0.340,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750,     0.750
    22.970e-9,  9.619924e-3,  0.000000e-3,     0.004,     0.000,     0.766,    -0.114,    -0.000,     0.000,     0.001,     0.002,     0.750,     0.000,     0.001,     0.001,     0.000,     0.828,     0.060,     0.485,     0.249,     0.000,     0.080,     0.010,     0.005,     0.397,     0.000,     0.257,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750,     0.750
    22.980e-9,  9.359860e-3,  0.000000e-3,     0.005,     0.000,     0.768,    -0.097,    -0.000,     0.000,     0.001,     0.002,     0.750,     0.000,     0.001,     0.002,     0.000,     0.795,     0.026,     0.571,     0.168,     0.000,     0.008,     0.009,     0.005,     0.480,     0.000,     0.176,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750,     0.750
    22.990e-9,  9.232725e-3,  0.000000e-3,     0.006,     0.000,     0.761,    -0.069,     0.000,     0.000,     0.002,     0.002,     0.750,     0.000,     0.002,     0.002,     0.000,     0.749,    -0.001,     0.660,     0.093,     0.000,    -0.049,     0.010,     0.004,     0.566,     0.000,     0.101,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750,     0.750
    23.000e-9,  9.171900e-3,  0.000000e-3,     0.005,     0.000,     0.751,    -0.037,     0.000,     0.000,     0.002,     0.002,     0.750,     0.000,     0.002,     0.002,     0.000,     0.719,    -0.023,     0.751,     0.028,     0.000,    -0.089,     0.009,     0.004,     0.655,     0.000,     0.035,     0.750,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750
    23.010e-9, 13.019870e-3,  0.000000e-3,     0.004,     0.000,     0.744,    -0.006,     0.000,     0.000,     0.002,     0.002,     0.750,     0.000,     0.002,     0.002,     0.000,     0.707,    -0.036,     0.818,    -0.027,     0.000,    -0.111,     0.010,     0.005,     0.746,     0.000,    -0.020,     0.750,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750
    23.020e-9, 13.726935e-3,  0.000000e-3,     0.002,     0.000,     0.741,     0.018,     0.000,     0.000,     0.002,     0.001,     0.750,     0.000,     0.002,     0.002,     0.000,     0.713,    -0.041,     0.850,    -0.068,     0.000,    -0.116,     0.009,     0.008,     0.815,     0.000,    -0.062,     0.750,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750
    23.030e-9, 15.358315e-3,  0.000000e-3,     0.001,     0.000,     0.743,     0.035,     0.000,     0.000,     0.001,     0.001,     0.750,     0.000,     0.001,     0.001,     0.000,     0.730,    -0.037,     0.857,    -0.096,     0.000,    -0.108,     0.010,     0.013,     0.848,     0.000,    -0.091,     0.750,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750
    23.040e-9, 15.035197e-3,  0.000000e-3,    -0.000,     0.000,     0.746,     0.043,     0.000,     0.000,     0.001,     0.001,     0.750,     0.000,     0.001,     0.001,     0.000,     0.748,    -0.029,     0.844,    -0.113,     0.000,    -0.090,     0.009,     0.019,     0.856,     0.000,    -0.108,     0.750,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750
    23.050e-9, 14.353326e-3,  0.000000e-3,    -0.001,     0.000,     0.750,     0.043,     0.000,     0.000,     0.001,     0.000,     0.750,     0.000,     0.001,     0.001,     0.000,     0.763,    -0.019,     0.814,    -0.120,     0.000,    -0.066,     0.010,     0.023,     0.844,     0.000,    -0.116,     0.750,     0.750,     0.000,     0.750,     0.000,     0.000,     0.750,     0.750
    23.060e-9, 11.935400e-3,  0.000000e-3,    -0.002,     0.000,     0.753,     0.037,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.769,    -0.011,     0.771,    -0.121,     0.000,    -0.040,     0.009,     0.026,     0.815,     0.000,    -0.116,     0.750,     0.750,     0.000,     0.750,     0.000,     0.000,     0.750,     0.750
    23.070e-9, 10.983480e-3,  0.000000e-3,    -0.002,     0.000,     0.754,     0.028,     0.000,     0.000,     0.000,    -0.000,     0.750,     0.000,     0.000,    -0.000,     0.000,     0.769,    -0.004,     0.735,    -0.115,     0.000,    -0.016,     0.010,     0.028,     0.772,     0.000,    -0.112,     0.750,     0.750,     0.000,     0.750,     0.000,     0.000,     0.750,     0.750
    23.080e-9,  9.892086e-3,  0.000000e-3,    -0.002,     0.000,     0.755,     0.016,     0.000,     0.000,    -0.000,    -0.000,     0.750,     0.000,    -0.000,    -0.000,     0.000,     0.765,     0.001,     0.711,    -0.100,     0.000,     0.005,     0.009,     0.028,     0.735,     0.000,    -0.101,     0.750,     0.750,     0.000,     0.750,     0.000,     0.000,     0.750,     0.750
    23.090e-9, 13.269450e-3,  0.000000e-3,    -0.001,     0.000,     0.753,     0.005,     0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.759,     0.006,     0.703,    -0.066,     0.000,     0.021,     0.010,     0.026,     0.711,     0.000,    -0.082,     0.750,     0.750,     0.000,     0.750,     0.000,     0.000,     0.750,     0.750
    23.100e-9, 13.929975e-3,  0.000000e-3,    -0.001,     0.000,     0.741,    -0.005,     0.000,     0.000,    -0.000,    -0.001,     0.750,    -0.000,    -0.000,    -0.001,     0.000,     0.753,     0.009,     0.708,    -0.021,     0.000,     0.031,     0.009,     0.023,     0.703,     0.000,    -0.044,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750
    23.110e-9, 15.998709e-3,  0.000000e-3,    -0.000,     0.000,     0.716,    -0.011,    -0.000,     0.000,    -0.000,    -0.001,     0.750,    -0.000,    -0.000,    -0.001,     0.000,     0.748,     0.011,     0.723,     0.035,     0.000,     0.036,     0.010,     0.018,     0.709,     0.000,     0.005,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750
    23.120e-9, 16.194572e-3,  0.000000e-3,     0.000,     0.000,     0.675,    -0.015,    -0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.001,     0.000,     0.744,     0.011,     0.741,     0.100,     0.000,     0.037,     0.009,     0.013,     0.724,     0.000,     0.063,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750
    23.130e-9, 16.892319e-3,  0.000000e-3,     0.000,     0.000,     0.623,    -0.015,    -0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.741,     0.011,     0.757,     0.171,     0.000,     0.034,     0.010,     0.008,     0.742,     0.000,     0.130,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750
    23.140e-9, 15.873111e-3,  0.000000e-3,     0.001,     0.000,     0.562,    -0.013,    -0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.739,     0.010,     0.767,     0.248,     0.000,     0.028,     0.009,     0.003,     0.758,     0.000,     0.203,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750
    23.150e-9, 15.879767e-3,  0.000000e-3,     0.001,     0.000,     0.494,    -0.010,    -0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.737,     0.008,     0.769,     0.329,     0.000,     0.021,     0.010,    -0.001,     0.767,     0.000,     0.281,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
    23.160e-9, 13.959919e-3,  0.000000e-3,     0.001,     0.000,     0.419,    -0.006,    -0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.734,     0.006,     0.766,     0.414,     0.000,     0.014,     0.009,    -0.004,     0.769,     0.000,     0.363,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
    23.170e-9, 13.543766e-3,  0.000000e-3,     0.001,     0.000,     0.340,    -0.002,    -0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.731,     0.004,     0.758,     0.502,     0.000,     0.006,     0.010,    -0.006,     0.765,     0.000,     0.449,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
    23.180e-9, 12.142544e-3,  0.000000e-3,     0.000,     0.000,     0.257,     0.002,    -0.000,     0.000,    -0.000,     0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.727,     0.003,     0.750,     0.592,     0.000,     0.000,     0.009,    -0.007,     0.758,     0.000,     0.537,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
    23.190e-9, 11.061261e-3,  0.000000e-3,     0.000,     0.000,     0.170,     0.004,    -0.000,     0.000,    -0.000,     0.000,     0.750,    -0.000,    -0.000,     0.000,     0.000,     0.723,     0.001,     0.745,     0.684,     0.000,    -0.005,     0.010,    -0.008,     0.750,     0.000,     0.628,     0.750,     0.750,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
    23.200e-9,  9.007250e-3,  0.000000e-3,    -0.000,     0.000,     0.084,     0.005,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.717,    -0.000,     0.742,     0.777,     0.000,    -0.008,     0.009,    -0.008,     0.744,     0.000,     0.720,     0.750,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000
    23.210e-9, 19.415842e-3,  0.000000e-3,    -0.000,     0.000,     0.007,     0.006,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.710,    -0.000,     0.742,     0.835,     0.000,    -0.011,     0.010,    -0.008,     0.742,     0.000,     0.801,     0.750,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000
    23.220e-9, 18.541560e-3,  0.000000e-3,    -0.000,     0.000,    -0.054,     0.005,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.699,     0.001,     0.744,     0.863,     0.000,    -0.012,     0.009,    -0.008,     0.742,     0.000,     0.843,     0.750,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000
