Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P4(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P5(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P6(V),P7(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
     3.781e-9,  0.009165e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.658,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.782e-9,  0.002146e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.649,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.783e-9,  0.000390e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.784e-9,  0.000145e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.785e-9,  0.000128e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.786e-9,  0.000103e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.787e-9,  0.000092e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.788e-9,  0.000087e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.789e-9,  0.000086e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.790e-9,  0.000086e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.791e-9,  0.000086e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.792e-9,  0.000086e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.793e-9,  0.000086e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.794e-9,  0.000086e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.795e-9,  0.000086e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650
     3.796e-9,  0.000109e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.533,     0.117,     0.000,     0.000,     0.533,     0.650
     3.797e-9,  0.002546e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.403,     0.247,     0.000,     0.000,     0.403,     0.650
     3.798e-9,  0.063211e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.273,     0.377,     0.000,     0.000,     0.273,     0.650
     3.799e-9,  0.177311e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.143,     0.507,     0.000,     0.000,     0.143,     0.650
     3.800e-9,  0.204113e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.638,     0.650,     0.001,     0.638,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.013,     0.637,     0.000,     0.000,     0.013,     0.650
     3.801e-9,  0.202914e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.508,     0.650,     0.036,     0.509,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.802e-9,  0.221075e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.317,     0.650,     0.165,     0.317,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.803e-9,  0.400878e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.164,     0.650,     0.328,     0.164,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.804e-9,  0.445600e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.058,     0.650,     0.470,     0.058,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.805e-9,  0.224331e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.009,     0.650,     0.575,     0.009,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.806e-9,  0.197888e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,    -0.003,     0.650,     0.632,    -0.003,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.807e-9,  0.391156e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,    -0.002,     0.650,     0.651,    -0.002,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.808e-9,  0.167095e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,    -0.001,     0.650,     0.652,    -0.001,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.809e-9,  0.160605e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.651,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.810e-9,  0.189565e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.811e-9,  0.216731e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.812e-9,  0.291490e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.813e-9,  0.258096e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.650,    -0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.814e-9,  0.205030e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.650,    -0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.815e-9,  0.150186e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.012,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.816e-9,  0.341052e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.236,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.817e-9,  0.138980e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.683,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.818e-9,  0.057956e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.641,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.819e-9,  0.007542e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.652,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.820e-9,  0.056831e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.649,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.821e-9,  0.184083e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.822e-9,  0.219285e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.823e-9,  0.139229e-3,  0.000000e-3,     0.000,     0.000,     0.633,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.824e-9,  0.129397e-3,  0.000000e-3,     0.000,     0.000,     0.318,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.825e-9,  0.099925e-3,  0.000000e-3,     0.000,     0.000,    -0.074,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.826e-9,  0.065417e-3,  0.000000e-3,     0.000,     0.000,     0.021,     0.533,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.827e-9,  0.011830e-3,  0.000000e-3,     0.000,     0.000,    -0.005,    -0.058,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.828e-9,  0.008188e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.033,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.829e-9,  0.002364e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.010,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.830e-9,  0.000672e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.002,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.831e-9,  0.000399e-3,  0.000000e-3,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.832e-9,  0.000104e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.833e-9,  0.000118e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.834e-9,  0.000081e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.835e-9,  0.000083e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.836e-9,  0.000081e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.837e-9,  0.000080e-3,  0.000000e-3,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.838e-9,  0.000080e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.839e-9,  0.000080e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.840e-9,  0.000080e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.841e-9,  0.000080e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.842e-9,  0.000080e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.843e-9,  0.000080e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.844e-9,  0.000080e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.845e-9,  0.000079e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.650
     3.846e-9,  0.000081e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.117,     0.650
     3.847e-9,  0.000167e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.247,     0.650
     3.848e-9,  0.000547e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.377,     0.650
     3.849e-9,  0.000104e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.507,     0.650
     3.850e-9,  0.004441e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.637,     0.650
     3.851e-9,  0.115527e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.032,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.852e-9,  0.175300e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.158,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.853e-9,  0.149595e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.322,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
